Timestamp,"How do you pronounce ""both""?",What city do you consider yourself to be from?,"What state, province, or official national region do you consider yourself to be from?",What country are you from?,What is your postal or zip code?,Do you have any comments?
3/18/2010 22:17:12,"both: rhymes with oath and there is no ""L"" sound",Topeka,Kansas,USA,66612,
3/19/2010 2:53:11,"both: rhymes with oath and there is no ""L"" sound",kolkata,west bengal,india,700071,
3/19/2010 7:07:03,"both: rhymes with oath and there is no ""L"" sound",Edinburgh,Central Scotland,Scotland,AB39 3PT,"Seems very self evident; how can there be any other way than rhymes with 'oath'?

A more common UK / Scots / Southern-English divide is the word 'drawing' or 'drawer'.  Scots pronounce it as it sounds; Southren English say 'drawering' or 'drawrer'...."
3/19/2010 13:18:32,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Port Huron,MI,USA,95306,"I was born in California, lived there for 18 years then moved to Michigan and lived there for 25 years. I picked up the Michigan accent. I am now back in California but I still have the accent."
3/19/2010 21:18:59,"both: rhymes with oath and there is no ""L"" sound",Greeley,Colorado,USA,97220,
3/19/2010 22:58:49,"both: rhymes with oath and there is no ""L"" sound",NYC,east coast,US,11237,
3/20/2010 13:32:23,"both: rhymes with oath and there is no ""L"" sound",cincinnati,oh,us,45213,please don't say that it's okay to say boaf!
3/20/2010 17:59:17,"both: rhymes with oath and there is no ""L"" sound",San Francisco CA,Pennsylvania,USA,70808,"San Francisco - infancy through 3rd grade
Pittsburgh - 4th grade through high school
Ohio - college; Michigan - 14 years; Louisiana - 31 years

The above does not reflect the influence on my speech by my parents, both of whom grew up in Oklahoma (birth through college).  They affected pronunciation, word choice, idioms, and phrases such as ""all around Robin Hood's barn"" or "" standing on my knees.""

I can remember hearing children say ""boaf"" - but not any adults.  I cannot remember ever having heard ""bowlth""."
3/20/2010 19:49:41,"both: rhymes with oath and there is no ""L"" sound",Buffalo,New York,United Stated,15201,I've never heard these other pronunciations.
3/20/2010 20:15:59,"both: rhymes with oath and there is no ""L"" sound",Melbourne,FL,USA,32934,"I'm from FL, but right now I'm going to school in Idaho. Everyone out here says bolth. It drives me bonkers. There's no L in both! But they make fun of me for Southernisms, so I guess I should just live and let live. "
3/21/2010 2:43:46,"both: rhymes with oath and there is no ""L"" sound",Bradford,West Yorkshire,UK,BD16 3DA,
3/21/2010 10:47:20,"both: rhymes with oath and there is no ""L"" sound",sioux falls,sd,united states of america,57101,
3/21/2010 15:46:12,"both: rhymes with oath and there is no ""L"" sound",Los Angeles,CA,USA,94606,
3/21/2010 19:03:55,"both: rhymes with oath and there is no ""L"" sound","Calgary, Canada",Alberta,Canada,20009,"I'm confused by the last question -- do you mean what is my postal/zip code now, or in what postal/zip code were my speech patterns established?

Also, I know that my speech habits are a bit weird, my mother grew up in Oklahoma and Colorado, and my father was a first-generation Scottish-Canadian. My parents had mostly-assimilated urban speech habits, but I had aunts, uncles and grandparents with strong regional accents on both the Okie and Scots sides of the family."
3/21/2010 22:47:27,"both: rhymes with oath and there is no ""L"" sound",Green Bay,Wisconsin,United States,94928,"Born and raised in Green Bay, have lived in Nor Cal for ten years"
3/22/2010 1:18:42,"both: rhymes with oath and there is no ""L"" sound",Fort Worth,Texas and Louisiana,USA ,76133,"My accent is typical college educated Southerner. some regionalisms, but not much."
3/22/2010 18:14:29,"both: rhymes with oath and there is no ""L"" sound",Elmira,New York,USA,94609,
3/22/2010 20:45:35,"both: rhymes with oath and there is no ""L"" sound",Minneapolis,612,United States,55413,
3/22/2010 23:26:47,"both: rhymes with oath and there is no ""L"" sound",warminster,pa,usa,18974,This is pretty cool.
3/23/2010 8:24:16,"both: rhymes with oath and there is no ""L"" sound",New York,New York,U.S.,7901,"I've lived in NJ more years than in NY, where I grew up and went to school, but have always worked in NY.  I am definitely not a ""Jersey girl."""
3/23/2010 9:01:10,"both: rhymes with oath and there is no ""L"" sound",Chattanooga,Tennessee,USA,37377,
3/23/2010 10:00:19,"both: rhymes with oath and there is no ""L"" sound",Plainfield,New England,USA,2135,"my best friend and I are both Navy brats and we moved to the same area of CT when we were fairly young.  She says ""bowlth"" (born in California, lived in Maryland before CT) and I say ""Boath"" (born is SC, then moved to CT, then to boston)"
3/23/2010 10:26:23,"both: rhymes with oath and there is no ""L"" sound",Seattle,WA,USA,98025,
3/23/2010 14:06:37,"both: rhymes with oath and there is no ""L"" sound",Boston,MA,United States,2115,
3/23/2010 14:32:21,"both: rhymes with oath and there is no ""L"" sound",Milwaukee,WI,USA,53018,
3/23/2010 15:28:03,"both: rhymes with oath and there is no ""L"" sound",Toronto,ON,Canada,M5C 2P3,
3/24/2010 0:36:31,"both: rhymes with oath and there is no ""L"" sound",New York,New York,USA,7652,
3/24/2010 11:42:13,"both: rhymes with oath and there is no ""L"" sound",Toronto,Ontario,Canada,N9H 1Y9,Never knew this was an issue.
3/24/2010 14:10:26,more than one way,Red Cliff,Wisconsin,US,54814,My wife made me quit pronouncing it boaf because she said I sounded illiterate.
3/24/2010 16:30:12,"both: rhymes with oath and there is no ""L"" sound",Colorado Springs,Colorado,US,80909,
3/25/2010 5:59:30,"both: rhymes with oath and there is no ""L"" sound",Memphis,Tennessee,USA,47403,"Your survey doesn't make it clear what you mean by ""from.""  I am originally from the South, but have also lived in the Northeast and in the Midwest.  I put my current zip code."
3/25/2010 13:34:52,"both: rhymes with oath and there is no ""L"" sound",Leicester,Midlands,England,B920BS,
3/25/2010 15:14:56,"both: rhymes with oath and there is no ""L"" sound",wapakoneta,ohio,usa,45895,
3/25/2010 16:04:37,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Atlanta,GA,USA,30114,"I'm pretty sure I'm the only person in GA that pronounces it ""bowlth"".
"
3/25/2010 23:02:24,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Richardson,Texas,USA,75028,
3/26/2010 9:32:30,"both: rhymes with oath and there is no ""L"" sound","greenwich, ct",connecticut,usa,6082,
3/26/2010 10:12:42,"both: rhymes with oath and there is no ""L"" sound",davenport,ia,usa,52803,
3/26/2010 11:25:11,"both: rhymes with oath and there is no ""L"" sound",Dallas,Texan,USA ,75230,
3/26/2010 11:43:18,"both: rhymes with oath and there is no ""L"" sound",San Francisco,West,USA,94114,
3/26/2010 11:44:58,"both: rhymes with oath and there is no ""L"" sound",Bethesda,Maryland,USA,20817,
3/26/2010 17:09:27,"both: rhymes with oath and there is no ""L"" sound",Sacramento,CA,US,95603,
3/27/2010 6:42:07,"both: rhymes with oath and there is no ""L"" sound",Calgary,Alberta,Canada,T2A 3H2,
3/27/2010 8:38:58,"both: rhymes with oath and there is no ""L"" sound",Dothan,Alabama,United States,36301,
3/27/2010 9:29:33,"both: rhymes with oath and there is no ""L"" sound",The Bronx,New York,USA,8540,I'm astonished that there is a question
3/27/2010 9:47:58,"both: rhymes with oath and there is no ""L"" sound",los angeles,california,usa,91001,
3/27/2010 10:26:13,"both: rhymes with oath and there is no ""L"" sound",Regina,Saskatchewan,Canada,s4s 2s8,
3/27/2010 14:59:56,"both: rhymes with oath and there is no ""L"" sound",New York City,New York,U.S.A.,11373,
3/27/2010 20:45:28,"both: rhymes with oath and there is no ""L"" sound",Dallas,Texas,USA,76248,
3/28/2010 12:16:43,"both: rhymes with oath and there is no ""L"" sound",columbia,missouri,usa,65203,
3/28/2010 12:37:23,"both: rhymes with oath and there is no ""L"" sound",Blackburn,Lancashire,England,BB2 4TS,
3/28/2010 14:08:01,"both: rhymes with oath and there is no ""L"" sound","Manistee, MI",Michigan,United States,48910,
3/28/2010 14:59:14,"both: rhymes with oath and there is no ""L"" sound",Vancouver,BC,Canada,V5V 1J9,
3/28/2010 16:51:29,"both: rhymes with oath and there is no ""L"" sound",Cleveland,Ohio,USA,21037,I've never heard it any other way!
3/28/2010 18:42:24,"both: rhymes with oath and there is no ""L"" sound",Huntsville ,South,United States,35749,
3/29/2010 12:34:19,"both: rhymes with oath and there is no ""L"" sound",Walla Walla,Washington,US,99362,
3/29/2010 12:52:43,"both: rhymes with oath and there is no ""L"" sound",Chicago,Illinois,USA,60126,
3/29/2010 14:19:03,more than one way,Milwaukee,Wisconsin,United States,53211,"Both (ha) ""both"" and ""bolth"" sound correct in my head, and I can't accurately say which one I'd be more likely to use off-the-cuff."
3/29/2010 14:36:09,"both: rhymes with oath and there is no ""L"" sound",Philadelphia,PA,USA,6517,
3/29/2010 15:27:30,"boaf: rhymes with ""oaf"" or ""loaf""","Dayton, OH",Ohio,USA,80026,"I've always been incredibly lazy with my ""th"" vs. ""f"" distinction."
3/29/2010 17:07:34,"both: rhymes with oath and there is no ""L"" sound",Racine,Wisconsin,USA,53404,
3/29/2010 20:22:08,"both: rhymes with oath and there is no ""L"" sound",Philadelphia,PA,USA,19130,
3/30/2010 2:34:07,"both: rhymes with oath and there is no ""L"" sound","Ithaca, NY",Alaska,USA,99603,"Third question (""What state...""): in the same terms as the city question, or where do I live now? Lived first 32 years in Upstate NY, the next 29 in Alaska. Where I say I'm from depends on context.

I've never been aware of anyone putting an ""L"" sound in ""both""."
3/30/2010 13:37:27,"both: rhymes with oath and there is no ""L"" sound",Mountain Home,Arkansas,America,65704,
3/30/2010 18:07:04,"both: rhymes with oath and there is no ""L"" sound",Albany,New York,US,12043,
3/30/2010 19:12:53,"both: rhymes with oath and there is no ""L"" sound",Reston,Virginia,USA,30306,
3/30/2010 20:52:37,"both: rhymes with oath and there is no ""L"" sound",Jasper,Oregon,America,97438,i love this word it is exquisite!
3/30/2010 20:59:16,"both: rhymes with oath and there is no ""L"" sound","Scranton, Pa",N. East Pennsylvania,USA,73107,"I would like to see a survey of ""tour"" as well."
3/31/2010 0:54:16,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""","Chagrin Falls, OH",Midwest,United States,77840,
3/31/2010 8:38:47,"both: rhymes with oath and there is no ""L"" sound",Missoula,Montana,USA,75019,"I now live in Texas, but grew up in Montana and have taken most of my dialect from there."
3/31/2010 10:47:14,"both: rhymes with oath and there is no ""L"" sound",St. Louis,Missouri,United States,63136,
3/31/2010 11:44:11,"both: rhymes with oath and there is no ""L"" sound",Chicago,IL,USA,AUSTRALIA 2228,
3/31/2010 20:42:53,"both: rhymes with oath and there is no ""L"" sound",Greensburg,Pennsylvania,United States,15624,
4/1/2010 10:07:41,"both: rhymes with oath and there is no ""L"" sound",Adelphi,Maryland,USA,58703,
4/1/2010 11:30:52,"both: rhymes with oath and there is no ""L"" sound",Cincinnati,Central Indiana,USA,33019,
4/1/2010 13:47:39,"both: rhymes with oath and there is no ""L"" sound","dallas, tx",North Texas,US,76092,
4/1/2010 22:12:08,"both: rhymes with oath and there is no ""L"" sound","Chapel Hill, NC",North Carolina,USA,6489,
4/2/2010 9:05:55,"both: rhymes with oath and there is no ""L"" sound",Winnipeg,Manitoba,Canada,R3C 1P7,
4/2/2010 15:20:23,"both: rhymes with oath and there is no ""L"" sound",Honolulu,Hawaii,US,96826,Have been told I have picked up some accent from going to college in Vermont.
4/2/2010 17:52:54,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Fort Bragg,California,USA,95820,"I think that maybe I don't really pronounce an ""l"" there, but the o is lowered as though there were. That is, I pronounce ""code"" and ""cold"" with different vowels, and ""both"" is with the ""cold"" vowel. It seems to be the only word that I pronounce with that vowel where there is neither r nor l."
4/2/2010 20:04:33,"both: rhymes with oath and there is no ""L"" sound",san francisco,ca,usa,94553,
4/3/2010 17:05:21,"both: rhymes with oath and there is no ""L"" sound",milwaukee,Wisconsin,USA,95010,
4/4/2010 10:10:38,"both: rhymes with oath and there is no ""L"" sound",Milwaukee,WI,USA,53719,
4/4/2010 10:10:49,"both: rhymes with oath and there is no ""L"" sound",Milwaukee,WI,USA,53719,
4/4/2010 16:43:05,"both: rhymes with oath and there is no ""L"" sound",new york city,northeast,u.s.,11105,
4/4/2010 23:55:02,"both: rhymes with oath and there is no ""L"" sound",Los Angeles,California,USA,90035,
4/5/2010 4:31:30,"both: rhymes with oath and there is no ""L"" sound",LaPorte,Indiana,USA,49686,"When I moved to Northern Michigan, here in Traverse City, everyone said I had an accent!  I did my undergraduate work in Indiana as well as attending K-12.  I grew up on a Northern Indiana farm.  I had lots of contact with my mother's relatives who lived and still reside around Gary, Indiana."
4/5/2010 8:49:38,"both: rhymes with oath and there is no ""L"" sound",Chicago,Illinois,US,77302,
4/5/2010 10:19:42,"both: rhymes with oath and there is no ""L"" sound",Rochester,New York,U.S.A.,14623,
4/5/2010 13:04:07,"both: rhymes with oath and there is no ""L"" sound",Philadelphia,Pennsylvania,United States,20191,
4/5/2010 13:46:27,"both: rhymes with oath and there is no ""L"" sound",ny,az,usa,usa,
4/5/2010 13:46:46,"both: rhymes with oath and there is no ""L"" sound",ny,az,usa,85024,
4/6/2010 21:32:57,"both: rhymes with oath and there is no ""L"" sound","Yonkers, NY",Noo Yawk,These United States,30044,
4/7/2010 5:39:13,"both: rhymes with oath and there is no ""L"" sound",London,North London,UK,TA2 6UL,
4/7/2010 18:06:36,"both: rhymes with oath and there is no ""L"" sound",Philadelphia,Pennsylvania,USA,12776,
4/8/2010 10:22:17,"both: rhymes with oath and there is no ""L"" sound",None,None,USA,30519,"I don't know how to answer you regional questions.  I am from nowhere, and I am from everywhere.  I was born in Germany, moved to Washington, NJ, TX (x2), NC, Japan (x2), VA, FL and GA.  Both (rhymes with oath) parents were born and raised in Kokomo Indiana.  I have some of their odd way of saying some words and others I just laugh at my Mom for how she pronounces words like ""Creek"".  She pronounces creek like ""Crick"".  and both parents use ""Acrosst"" for across and worse of all Warshington, DC."
4/8/2010 19:00:48,"both: rhymes with oath and there is no ""L"" sound",Calgary,Alberta,Canada,M5E 1W5,"You'll notice the postal code doesn't match the ""from."" I live in Toronto now, as I have for 13 years, but my speech was developed in Alberta. My wife says I sound like a person from Toronto, but the truth is anyway that educated Torontonians and educated Albertans sound more or less indistinguishable."
4/8/2010 20:18:09,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Georgetown,Penang,Malaysia,11200,
4/8/2010 23:43:39,"both: rhymes with oath and there is no ""L"" sound",portland oregon,Oregon,US,98642,"Where does the L occur?  I have never heard of such.

I do have a friend who drops the L in whole.  Thus she says, hoe."
4/9/2010 10:26:34,"both: rhymes with oath and there is no ""L"" sound",Columbus,OH,United States,43209,
4/9/2010 11:47:08,"both: rhymes with oath and there is no ""L"" sound",Mystic,Connecticut,USA,6355,My parents are both from Michigan.
4/9/2010 11:47:12,"both: rhymes with oath and there is no ""L"" sound",Mystic,Connecticut,USA,6355,My parents are both from Michigan.
4/9/2010 14:09:51,"both: rhymes with oath and there is no ""L"" sound",Jackson,Mississippi,Hinds,39211,
4/10/2010 12:58:28,"both: rhymes with oath and there is no ""L"" sound",Fort Worth,TX,USA,76135-9032,"Truth be told, on occasion, and just to get a small amount of amusement from those around me, I'll use ""boaf."" ""Do you want this one, or that one?"" ""Boafum (I want boaf of 'em)""

But it's only as a goof. Serious uses requires that ""both"" rhyme with ""oath.""

Bowlth? YGBKM.
"
4/10/2010 17:34:20,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",boston,california,usa,92807,
4/11/2010 12:43:55,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",cleveland,OH,United States,44133,
4/11/2010 15:17:27,"both: rhymes with oath and there is no ""L"" sound",Dallas,Texas,USA,75228,
4/11/2010 17:54:04,"both: rhymes with oath and there is no ""L"" sound","Washington, DC",East Coast,USA,75201,
4/11/2010 23:37:31,"both: rhymes with oath and there is no ""L"" sound",Mt. Pocono,Pennsylvania,United States,18466,"Grew up in Pennsylvania, but in an area filled with ex-New Yorkers and New Jerseyites, my parents both members of the latter group."
4/12/2010 10:32:15,"both: rhymes with oath and there is no ""L"" sound","lexington,",ky,usa,40503,nope
4/12/2010 12:08:12,"both: rhymes with oath and there is no ""L"" sound",Arlington,Texas,USA,76016,
4/12/2010 16:43:25,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Chicago,Illinois,USA,60477,
4/12/2010 21:21:35,"boaf: rhymes with ""oaf"" or ""loaf""",Singapore,Singapore,Singapore,1626,
4/12/2010 21:57:58,"both: rhymes with oath and there is no ""L"" sound",Toronto,Ontario,Canada,M2J1K4,
4/13/2010 12:45:40,"both: rhymes with oath and there is no ""L"" sound",listowel,ontario,canada,n4w3r7,
4/14/2010 3:03:12,"both: rhymes with oath and there is no ""L"" sound",toronto,qc,canada,90039,
4/14/2010 13:58:17,"both: rhymes with oath and there is no ""L"" sound",San Francisco,California,U.S.,45247,
4/14/2010 14:15:12,"both: rhymes with oath and there is no ""L"" sound",Philadelphia PA,Southeastern Pennsylvania,US of A,19144,Bowlth? Boaf? Really?
4/14/2010 16:37:21,"both: rhymes with oath and there is no ""L"" sound","Newark, New Jersey",New Jersey ,USA,33021,"I consider myself from Newark although we moved to the suburbs when I was 7.
I consider myself from NJ even though I moved to Florida 30 years ago (when I was 31).

"
4/14/2010 21:36:26,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Brookfield,IL,USA,60513,"...moved to Texas around age 9, but I think my speech was most affected by living in Illinois."
4/15/2010 3:31:02,"both: rhymes with oath and there is no ""L"" sound",Tifton,Georgia,USA,31794,
4/15/2010 5:31:23,"both: rhymes with oath and there is no ""L"" sound",Albemarle,North Carolina,United States,27506,
4/15/2010 9:04:41,"both: rhymes with oath and there is no ""L"" sound",Huntington,West Virginia,USA,25801,"I've never heard anyone pronounce ""both"" in any way other than option 1 (rhymes with oath and no ""L"" sound.)

Ever."
4/15/2010 9:28:07,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",memphis,Missouri,United States,64836,
4/15/2010 10:02:05,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""","Raritan, NJ",New Jersey,USA,32653,
4/15/2010 18:24:37,"both: rhymes with oath and there is no ""L"" sound","Omaha/Lincoln, NE",Midwest Nebraska,USA,55345,
4/16/2010 1:19:47,"both: rhymes with oath and there is no ""L"" sound",los angeles,los angeles,US of A,90064,"i often sound more like i come from new york, it's cos my father did."
4/16/2010 10:11:44,"both: rhymes with oath and there is no ""L"" sound",Minneapolis,Minnesota,USA,55418,
4/16/2010 14:40:00,"both: rhymes with oath and there is no ""L"" sound",Portland,Oregon,United States,97008,
4/16/2010 15:54:12,"both: rhymes with oath and there is no ""L"" sound",Detroit,Michigan,United States,48230,"""Bowlth""? People say that? Really? *Blink*

Anyone who says ""boaf"" probably says ""bovvered,"" too."
4/16/2010 16:24:31,"both: rhymes with oath and there is no ""L"" sound",Chicago,IL,USA,0,
4/16/2010 18:40:03,"both: rhymes with oath and there is no ""L"" sound","Annapolis, Maryland",Maryland,USA,32792,
4/16/2010 20:15:13,"both: rhymes with oath and there is no ""L"" sound",south windsor,connecrticut,usa,6074,
4/17/2010 19:47:23,"both: rhymes with oath and there is no ""L"" sound",atlanta,ga,usa,30307,
4/17/2010 19:55:12,"both: rhymes with oath and there is no ""L"" sound","Elkton, MD",Delaware Valley,USA,15215,"I listed my current ZIP code, but I've only lived here 2 years. My mother, who has been in the northeast corner of MD her entire life, is apt to say 'boaf'"
4/17/2010 21:51:30,"both: rhymes with oath and there is no ""L"" sound",orlando ,fl,usa,76543,
4/17/2010 22:38:31,"both: rhymes with oath and there is no ""L"" sound",St. Paul,Minnesota,USA,55109,no - is this survey still valid? if not you should take the page down
4/18/2010 9:34:52,"both: rhymes with oath and there is no ""L"" sound",Hickory,NC,US,22304,
4/19/2010 2:38:18,"both: rhymes with oath and there is no ""L"" sound",Manchester,Greater Manchester,England,OL4 1NP,
4/19/2010 6:32:54,"both: rhymes with oath and there is no ""L"" sound",Minneapolis,minnesota,USA,55116,
4/19/2010 8:42:45,"both: rhymes with oath and there is no ""L"" sound",London,Southern England,England,SE7 7PY,
4/19/2010 11:56:22,"both: rhymes with oath and there is no ""L"" sound",Dayton,Ohio,USA,22102,
4/20/2010 4:10:31,"both: rhymes with oath and there is no ""L"" sound","Melbourne, Australia","Melbourne, Australia ",Australia,3067,
4/20/2010 12:59:44,"both: rhymes with oath and there is no ""L"" sound",allentown,pennsylvania,usa,18104,
4/20/2010 20:35:45,"both: rhymes with oath and there is no ""L"" sound",Boston,Massachusetts,USA,85033,Nope.
4/21/2010 11:39:01,"both: rhymes with oath and there is no ""L"" sound",Port of Spain,California,Trinidad,95035,
4/21/2010 13:21:02,"both: rhymes with oath and there is no ""L"" sound","Richmond, VA",Virginia,US,30605,
4/22/2010 5:47:58,"both: rhymes with oath and there is no ""L"" sound",Columbus,Ohio,U.S.,43081,
4/22/2010 19:00:19,"both: rhymes with oath and there is no ""L"" sound",St. Louis,MO,US,75204,
4/22/2010 21:29:16,"both: rhymes with oath and there is no ""L"" sound","Vancouver, BC, Canada",BC,Canada,V6N 3M2,
4/23/2010 17:15:50,"both: rhymes with oath and there is no ""L"" sound",Hutchinson,Kansas,United States,85032,
4/23/2010 18:14:32,"both: rhymes with oath and there is no ""L"" sound","New York City, lived in all the boroughs at different times as a kid.",New York City,United States of America,1108,"I was born and raised in New York City and lived in Brooklyn, Queens, Manhattan, The Bronx, Nassau County Long Island / Westbury, Westchester, and briefly in Staten Island, from new born until 31yrs old when I moved to Springfield Massachusetts 30 yrs ago...."
4/24/2010 21:22:27,"both: rhymes with oath and there is no ""L"" sound",Armstrong,British columbia,Canada,v0e1b0,
4/25/2010 10:54:03,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Pasco,Washington,USA,99301,
4/26/2010 16:44:02,"both: rhymes with oath and there is no ""L"" sound",saginaw,michigan,usa,48603,
4/27/2010 3:26:11,"both: rhymes with oath and there is no ""L"" sound","Troy, MI",Michigan,US,60614,This is ridiculous that it's even a question. 
4/27/2010 3:26:42,"both: rhymes with oath and there is no ""L"" sound","Troy, MI",Michigan,US,60614,This is ridiculous that it's even a question. 
4/27/2010 9:17:38,"both: rhymes with oath and there is no ""L"" sound",Salt Lake City,Utah,USA,97124,
4/29/2010 6:49:07,"both: rhymes with oath and there is no ""L"" sound","Simsbury, CT",Connecticut,U.S.A.,6070,
4/29/2010 9:35:57,"both: rhymes with oath and there is no ""L"" sound","Croydon, UK",Surrey,UK,cr52hp,
4/30/2010 21:30:21,"both: rhymes with oath and there is no ""L"" sound",Woodbridge,NJ,US,98275,"I grew up in NJ until age 18 (1986) and then joined the military and moved around the world, so I've been exposed to a gajillion regional/ethnic American-isms"
5/1/2010 5:50:35,none of these,"Richmond, Virginia",Va.,US,23290,booth house and mouse are pronounced the same way (oo - as in both- booth)
5/1/2010 7:12:34,"both: rhymes with oath and there is no ""L"" sound","Marietta, GA",Georgia,USA,76132,
5/1/2010 11:18:01,"both: rhymes with oath and there is no ""L"" sound",Boston,Massachusetts,United States,2767,
5/1/2010 17:18:52,"both: rhymes with oath and there is no ""L"" sound","Oshkosh, WI",Wisconsin,USA,54703,
5/1/2010 17:19:04,"both: rhymes with oath and there is no ""L"" sound","Oshkosh, WI",Wisconsin,USA,54703,
5/2/2010 6:16:41,"both: rhymes with oath and there is no ""L"" sound","Madison, WI",Wisconsin,United States,53559,"I've lived for long periods in Wisconsin, Chicago, and Michigan. I have never noticed the ""bowlth"" pronunciation and only occasionally the ""boaf."""
5/2/2010 14:13:36,"both: rhymes with oath and there is no ""L"" sound",new york city,england,england,92129,
5/3/2010 10:29:28,"both: rhymes with oath and there is no ""L"" sound",Austin,Texas,USA,78704,
5/3/2010 10:30:13,"both: rhymes with oath and there is no ""L"" sound",new york,ny,United States,11743,
5/3/2010 10:40:08,"both: rhymes with oath and there is no ""L"" sound",Leeds,West Yorkshire,United Kingdom,OX4 1EG,
5/3/2010 10:50:51,"both: rhymes with oath and there is no ""L"" sound",San Francisco,California,United States,30066,
5/3/2010 10:52:53,"both: rhymes with oath and there is no ""L"" sound",Selma,Alabama,United States,30310,I'm surprised people don't pronounced it the correct way! Bowlth? Boaf? LOL!
5/3/2010 10:54:04,"both: rhymes with oath and there is no ""L"" sound","Westfield, MA",WMass,United States,20120,"There is only one (1) way to pronounce ""both."""
5/3/2010 11:02:57,"both: rhymes with oath and there is no ""L"" sound",New York City,New York,USA,7023,There's more than one way to pronounce 'both'?
5/3/2010 11:42:21,"both: rhymes with oath and there is no ""L"" sound",San Antonio,Texas,USA,78704,
5/3/2010 13:12:10,"both: rhymes with oath and there is no ""L"" sound",Scranton,PA,USA,18510,
5/3/2010 14:09:43,"both: rhymes with oath and there is no ""L"" sound",Philadelphia,Pennsylvania,USA,19137,"In fast speech, both sometimes sounds like boaf, especially in an are known to slur the last syllable"
5/3/2010 14:34:05,"both: rhymes with oath and there is no ""L"" sound","Bakersfield, CA",CA,USA,93307,
5/3/2010 14:57:33,"both: rhymes with oath and there is no ""L"" sound",Denver,Kansas,USA,97034,
5/3/2010 15:21:47,"both: rhymes with oath and there is no ""L"" sound",Dallas,Texas,United States,75002,
5/3/2010 16:14:06,"both: rhymes with oath and there is no ""L"" sound",Saint Louis,MO,United States,63104,
5/3/2010 17:51:49,"both: rhymes with oath and there is no ""L"" sound","Elkton, MD",Delaware Valley,USA,15215,"Spent my first 30 years in the MD corner of PA and DE, then three years in Buffalo and two (so far) in Pgh. "
5/3/2010 18:12:49,"both: rhymes with oath and there is no ""L"" sound","Hockessin, Delaware",Delaware,US,7901,"07901 now, not then.   Did we have zip codes back then?

My parents were from Pennsylvania and upstate New York, which caused my accent to drift north out of Delaware, I think."
5/3/2010 18:34:18,"both: rhymes with oath and there is no ""L"" sound","Buffalo, NY",NY,USA,14105,
5/3/2010 22:04:33,"both: rhymes with oath and there is no ""L"" sound",Tucson,Arizona,USA,90815,Interesting poll.  Good luck.
5/4/2010 2:11:04,"both: rhymes with oath and there is no ""L"" sound",DC,Maryland/DC,US,20902,
5/4/2010 2:16:09,"both: rhymes with oath and there is no ""L"" sound","SIdney, Iowa",Iowa,USA,20874,"How about a survey re: OFTEN. OFF-en? or OF-ten? (We don't say SOF-ten). And DONKEY. Is it DONK-EE (rhymes with WONK-ee) or DUNK-ee. We don't rhyme MONKEY with WONKY. And as a midwesterner who spent his teens & 20s in California, the ""eastern"" pronunciation of nuh-VAH-duh (Nevada) and ARE-uh-gonn (Oregon) grates on my ears, as does roe-DAY-oh. (The Sidney, Ia ROE-dee-oh is world famous.)"
5/4/2010 2:17:43,"both: rhymes with oath and there is no ""L"" sound","Halifax,Yorkshire,UK",Yorkshire England,England,CH 8805,I live in Switzerland
5/4/2010 2:36:02,"both: rhymes with oath and there is no ""L"" sound",Dallas,TX,USA,85704,"My phonetics advisor here at the University of Arizona has this odd l-epenthesis; she is from the Midwest, approx 49 yrs of age.  My best friend growing up in Dallas also had it, though (now approx 33 yrs old).  My impression is that this variant is acquired from parents and is particularly resistant to usual 'neutralizing' effects of normal childhood language-ecological exposures.
-Curtis Durham
ou_boy1975@hotmail.com
curtisd@email.arizona.edu"
5/4/2010 2:59:36,"both: rhymes with oath and there is no ""L"" sound",Hatfield,Hertfordshire,UK,DH7 6DQ,"""City I am from"" refers to where I grew up (ages 6-18). 
Hatfield is actually a small New Town (expanded in early 1950s) of mixed people largely from the south of England.
Hertfordshire is a county a little north of London, England.
Post code refers to where I live now (county Durham, UK) - there were no post codes when I left the City above. I've moved a lot round England and Scotland and now have a north-of-England accent, but still retain my pronunciation of ""both"".  Others I've heard rhyme it with ""Goth"", with a vowel sound like ""off""."
5/4/2010 3:19:09,"both: rhymes with oath and there is no ""L"" sound",Kenosha,Wisconsin,USA,46234,
5/4/2010 4:07:39,"both: rhymes with oath and there is no ""L"" sound",Dublin,Ireland,Ireland,Dublin 11,
